,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Col8a1,-0.04851826,-0.0770688,0.0021455945,0.061443664,0.04645226,-0.055303384,-0.0039799116,-0.0080263065,0.029715734,-0.10083772,0.07690015,0.03363343,0.011982537,-0.03254924,0.06480324,-0.059705287,-0.0028889712,0.0016884836,0.015259782,0.022665506,-0.010787601,0.021637848,0.02243794,-0.04403823,-0.0011160015,-0.0015909235,-0.000772263,0.038836446,0.09634143,-0.007916524,-0.0141720055,-0.05763477,0.0011029341,0.051026095,0.0005347109,0.03333199,-0.007349197,0.021994928,-0.023079675,-0.08278808,-0.0013608783,-0.050493,0.052770555,0.011823247,0.037053186,-0.0063675083,-0.008118954,0.07150654,0.012460753,-3.7170947e-05
Cplx3,0.0037810844,-0.0010534438,-0.00040420878,-0.0006484863,0.00022222857,-0.0010470662,-0.0007795617,0.0024243775,-0.00013189211,-0.0020038998,0.0021372195,0.0018963501,0.0022118106,0.008347411,-0.0075658504,0.0026048468,-0.003685306,-0.0014342899,-0.00047925534,0.0049531055,0.008901099,0.0036414615,-0.006990003,-0.0035879728,-0.000619025,0.0006402761,0.0046421746,0.0017009603,-0.00053898763,-0.0016626571,-0.0012729028,-0.00763068,0.0013994606,0.0024334237,-0.00050660357,0.0035945233,-0.0059853937,0.0050820317,-0.007054502,-0.0016855563,0.005766432,0.0022224013,0.0027434216,0.0025861429,-0.010079492,-0.002653967,0.0060176374,-0.0024595063,0.0043760063,-0.00029090093
Cpne4,0.023573263,-0.038632896,-0.0656147,0.027276121,0.025957469,-0.032938506,0.03060214,-0.012286826,0.00508718,0.023446986,-0.0382831,0.015582701,0.00833347,0.043907274,-0.028737476,-0.010073119,-0.008869699,0.05980224,-0.018049166,-0.033452973,-0.015053096,0.062183686,0.03571171,0.05074065,-0.02665147,-0.037137,-0.05303413,-0.04139713,-0.04243451,-0.015706563,-0.001477536,0.0040596453,-0.050476648,0.0061488915,-0.014770475,-0.035919733,0.036781356,-0.013898622,0.048085522,0.0627287,0.034212712,0.09558327,0.037823156,0.030330785,0.008172195,-0.10046771,-0.08356082,-0.06518705,0.17139283,0.020474
Cpne7,-0.008490269,-0.22230811,0.03714149,-0.10779161,-0.059199277,-0.11893786,0.24529283,-0.21386746,-0.0878818,0.063220486,-0.06560374,0.07088364,-0.058438648,-0.0048772097,0.009429509,0.015142661,0.0072753564,0.028225284,0.0009082129,-0.051162563,0.016035859,-0.05876763,0.074908935,0.029907068,0.0129377255,0.04092378,0.012923788,-0.0006785772,0.053481366,-0.02472483,0.05469432,0.05281316,-0.018355438,0.030367447,0.03977016,-0.0523742,0.1333803,-0.031406306,0.08507345,-0.07644667,0.025716249,0.004890986,-0.0008621365,-0.041089505,-0.030676156,0.016649999,0.08087809,-0.011746205,-0.012271926,-0.015386888
Cpne8,0.0011523231,4.6910645e-05,0.0012720149,0.00090759236,0.008889122,-0.0038803727,0.0018695027,-0.0017086273,0.0071414765,-0.0011012603,-0.005378017,-0.0059335,0.0062652817,0.0014691495,0.0008502391,0.007635644,-0.0013918472,0.004306797,0.0041022305,-0.0010169373,2.6211877e-05,-0.0044014943,-0.00044330358,-0.007506622,-0.007680706,-0.00371095,0.00097255775,0.002964872,-0.00421888,0.0010504186,-0.0015607947,-0.0015061408,0.00021552444,0.0027569123,-0.004114248,-4.745461e-05,-0.009537092,0.0013110023,-0.001512456,-0.00031564338,0.0029452895,0.0011600978,-1.5111524e-05,0.0028869207,0.00036609033,0.0026468947,-0.002954165,-0.0021594185,0.00067514996,-0.0038729445
Cpne9,0.13156399,-0.116621435,-0.014693991,0.012981085,0.05276938,-0.0002790886,0.0009051719,-0.048404764,-0.030955726,-0.06020681,0.0028118445,0.10988983,0.08098228,0.07507935,-0.06739012,0.18876398,-0.046383433,0.07190061,-0.08254206,0.26096657,0.059730258,0.11363356,0.24634849,-0.059690468,-0.0023646005,-0.11965958,-0.057827514,-0.0144991055,-0.059528537,-0.2553609,-0.026885645,-0.16391459,0.13315155,-0.12227729,0.22990742,-0.10067504,0.03272137,0.11624821,-0.1416148,0.1841322,0.0074432455,0.09254998,0.10054791,0.18118407,-0.03272444,-0.013290931,0.049740084,-0.10306015,0.0046500266,-0.049505398
Crh,0.00059646874,-0.0010842539,0.0005930785,-0.002262643,0.00052012264,-0.0010457257,-0.0010469211,-0.00082639634,0.0017774611,0.002690992,-0.00010419811,-0.00020966557,-0.0028616572,-0.0008311204,0.00334356,0.00051104714,-0.0025383632,-0.00069799897,-0.00017720794,0.00074396416,-0.0022558246,-0.0018357978,-0.004542146,0.0012343752,-0.0012279571,-0.0021058738,-0.0020777583,-0.0017762585,-0.0003722385,0.0005540968,-0.00037745506,8.941827e-06,0.0011108154,-0.0021830893,-0.0022053781,-0.00015939749,0.0009542414,-0.00056464365,-0.00055206893,-0.0019009258,0.004454214,-0.003353253,0.0031357305,-0.002916396,-0.0005464347,-0.0009407905,0.0023422337,0.0033336247,0.002273038,0.004027217
Crhbp,0.0008650386,-0.00070092187,0.003648915,0.0021181114,-0.0032120189,-0.0024708104,0.0010860583,0.002521942,0.0057646506,0.0018573991,0.006140138,0.0029346645,-0.004177946,-0.0013710721,0.0020138135,-0.001061739,0.0017321083,-0.0007968963,-0.005870105,-0.0044061616,-0.004010591,-0.0020411848,0.0061517805,-0.0027614634,-0.0054965173,-0.005505765,-0.0023733387,-0.0037109482,-0.0044792322,0.010586879,-0.0024197747,-0.0017732689,0.0029635853,-0.0028225833,0.006454873,0.0035965794,0.00720705,0.0015333483,0.0033812476,0.0017465414,-0.005735922,0.0032315236,-0.0057478184,-0.007251693,-0.0028974984,0.0011119307,-0.005710624,0.0012963833,-0.001300514,-0.001977612
Crispld2,0.01135927,-0.009169369,-0.006015273,0.00012376701,0.00021796339,0.0065752184,0.00047492524,-0.0020291426,-0.00065090944,-0.006120257,-0.015312408,0.012086079,0.019742973,0.005192394,-0.03395463,-0.0027665868,0.021369494,0.018783616,-0.025719993,-0.0015451362,0.017573599,0.023463154,-0.0075178016,0.012224963,0.0064326897,-0.008301,-0.014727257,0.023848113,0.013635137,-0.009313316,0.0060113454,-0.011675696,0.0039732046,-0.001873934,0.00015853789,0.033944182,0.002351191,0.0069164205,-0.0009092074,0.009398568,0.011321956,0.0027797718,-0.008462599,-0.009294465,0.008095634,-0.010593096,-0.012077489,0.010357883,0.0008799024,-0.015463553
Crym,-0.0003874792,-0.0023237662,0.0019168487,-0.00054282777,0.0027409857,0.001118348,0.0024317647,-0.0011791321,-0.0014204623,-0.0030428092,0.00012241502,-0.005371741,0.0024972898,0.0019592026,-0.001480316,-0.0062946575,0.0010811313,0.007993389,0.0036068573,0.010547972,0.0037005239,0.001009466,0.004105526,-0.0037090245,-0.004662703,-4.096104e-05,-0.0038383587,-0.001681063,0.0023071025,0.00038880514,1.1408583e-05,0.0055763302,0.004608304,-0.009456775,0.00044809974,-0.00083337113,-0.0018985699,-0.0012478628,-0.00049063424,0.008067629,0.0026079742,-0.0021350146,-0.010003112,0.0018701446,0.0038658297,-0.008030421,-0.0001942878,-0.006973682,-0.0014640795,-0.0015948585
Cspg4,0.008829416,-0.0133683,-0.004015722,-0.0077224844,0.024752831,-0.0047633606,0.004364072,0.03558968,0.008259037,-0.0029870712,-0.044329744,-0.027971126,0.021252478,-0.0085053705,0.02179266,-0.015284279,0.019279296,0.019017125,0.017794218,0.0042823777,0.0025822935,-0.005779066,0.012440001,-0.012578476,-0.051573187,-0.014957399,0.01990728,0.016595623,-0.0022630696,0.03128822,-0.018947884,0.019546336,-0.033263173,-0.028783161,-0.010630734,0.029596038,-0.020911563,0.0059976764,-0.03339758,-0.0059714094,-0.015209623,-0.013918196,-0.021850735,-0.031519435,-0.012108058,-0.045408826,0.012922821,-0.013239285,0.027988717,0.0070009846
Ctsc,-0.00022972257,-0.0066308514,-0.002428251,-0.005281941,0.002124596,9.132311e-05,-0.008811274,-0.00025114408,-0.0023344166,0.004109465,0.005469746,-0.009247761,0.007852346,0.0025035075,-0.009532495,-0.0018265654,0.0025139835,0.0018188986,0.005283019,-0.0025251813,-0.008100699,-0.008436296,0.009764472,0.0014322919,0.0028578867,-0.005521907,0.0024266993,-0.00017143338,-0.007203698,-0.0056460737,-0.0031406765,0.013528274,0.0037792902,-0.00066102576,0.006755036,-0.0032827896,-0.0013016476,0.0068281265,-0.0005615563,-0.008901782,0.008041082,0.0060031777,-0.0072546145,-0.0059207277,-0.00038741785,0.0011773666,-0.0042469786,0.00786091,0.004872268,0.0002039587
Ctss,0.006302335,-0.017902965,0.0475428,-0.0054082414,0.016055705,-0.0088953525,0.010446384,0.006150166,0.0018026924,-0.05668973,-0.0047395397,-0.036769044,0.008441931,0.031462833,-0.052779265,-0.01802298,-0.058528643,0.051229894,0.0450341,0.015777862,0.03605506,0.041368112,-0.05357567,-0.018812891,-0.045091026,0.09102448,0.022028245,-0.037211504,0.020337213,-0.014464604,-0.007016741,-0.03316193,0.0021172694,0.023759872,0.0043251035,-0.079150274,0.00910598,0.07199003,-0.043564625,-0.011750568,0.0033723488,-0.085332684,0.0683863,-0.023685299,-0.094067894,0.106721096,0.084944025,0.109222814,-0.024971476,-0.010801122
Ctsz,0.0127766,-0.004637299,0.004943659,0.007971179,0.05181902,0.013317038,0.009866344,0.026858902,0.011117098,-0.0139240045,0.003536187,0.00071118714,-0.0136068715,0.0019251109,-0.056016624,-0.031488817,-0.031417206,-0.006562475,-0.024584448,0.024910308,-0.01645711,0.03031348,-0.006060568,-0.021100637,0.03327472,-0.007954074,0.015518529,0.035452794,0.0131480135,0.0018506377,0.033202734,-0.015548027,0.013650459,0.004155178,-0.00012803686,-0.023170885,0.0146225095,0.030979156,-0.021891162,0.0032892672,-0.006285417,-0.024113096,0.0049423985,0.009497672,-0.00018022861,0.04664149,-0.024574872,-0.022374645,-0.032121323,-0.014868275
Ctxn3,-0.0035229104,-0.0015003658,0.00041981318,0.0018676,0.008371626,-0.00067332544,-0.0014706635,-0.0005663733,0.0041420674,0.006165337,-0.0011476777,-0.0030149717,0.0007074213,-0.0037317015,0.00110815,0.014051251,-0.005947299,0.007919826,0.00014090796,0.0014943148,-0.0054011154,0.0017097635,-0.003908669,0.0054834313,-0.0059402906,0.0062472466,0.0020255847,-0.009598769,0.0004387367,0.0036273408,0.0013912328,-0.001002475,-0.005930635,0.005367836,-0.001049847,-0.006456783,-0.005158395,0.0049943337,-0.0024802824,0.00030270475,-0.0015204148,-0.0035329282,-0.011164824,-0.0033002028,0.008180838,0.00031703897,0.009271605,-0.010752935,-0.0010161665,0.0014507044
Cux2,0.039887924,-0.0352702,-0.03013193,0.029484913,0.019816067,0.016142756,0.0065460186,0.0037352555,0.042439796,-0.028030774,-0.0051187715,-0.06212349,-0.04339461,-0.0016309744,-0.018385338,-0.00031104585,-0.05440478,-0.009430094,-0.02437725,-0.020489167,-0.009321497,-0.06731065,0.03662795,0.058458246,-0.034816995,-0.027416779,-0.02755063,-0.029884836,0.05300678,-0.0060428763,-0.075849086,0.019634219,0.049437813,-0.0068198578,0.015084213,-0.06934574,-0.048725743,-0.018491682,0.05569056,-0.10889182,-0.048052065,-0.10722192,0.03287087,-0.043874502,-0.047891222,-0.040850807,0.04888719,0.062052518,0.16788095,-0.055144984
Cxcl12,0.023892123,-0.02862831,-0.04063244,0.03673205,0.03140562,-0.029450197,-0.023365455,0.0056418744,-0.0430666,-0.0026454062,-0.05645692,-0.05267435,-0.014704303,-0.017136887,0.029074315,-0.042240243,-0.0041929353,0.03399179,0.073642135,0.1136319,-0.09416184,-0.05079425,-0.062881306,0.090263434,0.0830216,-0.097996965,0.08466046,-0.038726814,0.041127276,0.07866711,-0.08464177,-0.056818444,-0.008924611,-0.045565613,0.0438918,0.004503494,0.02330132,0.11023225,-0.03767104,-0.060894355,0.030137494,-0.053534552,0.20108335,-0.009318102,-0.0062034335,-0.02614215,-0.17854014,-0.04555065,0.014653439,0.08654001
Cxcl14,0.016334336,-0.008304782,-0.0067957263,0.034851447,0.02927433,0.021748472,-0.06568254,0.077230774,0.014289754,-0.0360938,-0.10891373,-0.09431634,-0.087361835,0.0942475,0.020506952,-0.05581509,-0.041294795,0.01768213,-0.02318118,0.00075395213,0.038056064,0.009488457,0.04507621,-0.10002789,-0.09036361,0.008999554,0.014696939,-0.085931525,0.015707478,0.05773945,0.1798487,-0.032749925,0.011968451,0.056831364,0.09680853,-0.07091543,-0.024468623,-0.0111702345,0.010827988,-0.09335392,-0.029060006,0.08470914,-0.10292968,-0.06383255,-0.16207854,0.06413956,-0.19642584,0.2234061,-0.09870781,0.09335323
Cyp26b1,-0.00019476115,0.00058680074,-0.0009937797,-0.0010157683,0.0022149559,0.0014047921,0.003927383,-0.0017140027,-0.002368324,-0.00014189752,-0.001926265,-0.00015707017,0.0019072699,0.002184749,-0.0011965511,-0.0035153828,-0.0002424911,0.0015876654,0.0043962514,0.001948443,0.0012152957,-0.000574194,0.00042795052,0.0007290619,-0.005417534,-0.0021070808,-0.0046833013,0.00047107806,0.0018374629,0.0014096932,-0.0013569292,0.0015561128,0.0029777228,-0.0006896519,0.0006548297,0.0025974584,0.002588087,0.002049133,0.0021242977,-0.0011081273,-0.0004780283,-0.007435414,-0.0027411135,0.0037190584,-0.0016279034,-0.0015279327,0.0034762654,-0.001263628,0.003174668,0.005954842
D930028M14Rik,-0.000105023,-0.00040118332,0.0024094523,0.0028444708,0.0028941869,-0.001962435,0.0007966836,-0.0012972497,-0.0009629954,0.001987451,0.0014438494,0.00086317613,-0.0033035332,0.00087445474,-0.00086214195,0.0017834532,0.001546617,0.0020020367,-0.0031739606,-0.008183487,-0.0089535555,-0.0019480198,-0.0013401535,-0.00014458025,0.0011669169,-0.0015626496,0.001988605,0.0011515446,-0.005101422,0.0020167995,0.0037302077,-0.0009603783,0.0016225522,-0.0012365539,0.006731617,-0.0037399987,0.0022220374,0.0062805684,0.0017147142,0.0026297192,-0.000557774,-0.007535006,8.091878e-05,0.00033503526,-0.001209114,-0.006416803,-0.001043994,-0.0017902157,0.005140099,-0.003567598
Dbx2,0.0009620272,-0.00028624723,0.00012874184,-0.001182639,0.0021305236,0.00028459597,0.00018958235,-0.00015751204,0.0059204777,-0.005847038,-0.00433515,-0.005118595,-0.0062159216,0.0037878726,0.0027095145,-0.002613413,-0.00032280388,0.0077346005,-0.005279885,-0.0011346553,-0.0041571353,0.0011312098,0.00088900205,0.0041162334,-0.0025033625,0.0006862966,-0.0037067349,-0.0028072193,0.0004981141,-0.0019370165,-0.00015350388,-0.0047881915,0.008864364,-0.0004302099,0.0029401274,-0.0038497052,-0.0030946003,0.007173116,0.0018439656,0.0001816079,-0.005790218,0.0021697036,-9.367701e-05,-0.0073991483,-0.00034994353,0.0053861905,-0.0036884653,-0.0049380627,0.0018062623,-0.0070019783
Dcn,0.0015594157,-0.0024370877,-0.004600612,0.0030748746,0.005566944,-0.002163443,-0.004622755,-0.00097028294,-0.0032837824,-0.00092898466,0.0024463735,0.003924055,-0.002276516,-0.0066743363,0.001513634,0.006587529,-0.002264276,-0.010617846,0.012322572,0.0066275382,0.00035501466,-0.0024570748,-0.0069580837,-0.012204649,-0.00720047,0.006244614,0.0014733613,0.0026014452,0.0033164877,-0.0086640455,-0.003841711,-0.0062922146,0.00062931236,0.012140223,0.0019939134,-0.01674486,0.00530347,-0.0007416755,-0.010924455,-0.0069119018,0.011999317,0.014091396,-0.0010501826,0.0044541648,-0.0023189133,0.011271814,-0.01476587,-0.00454708,-4.4733984e-05,0.0013535595
Ddc,0.0055410923,-0.002695815,0.010367699,-0.0015333564,-0.0014341365,-0.0001459579,0.006495015,0.0066352068,0.00065109786,-0.010500507,0.0054154783,-0.0025797794,-0.011286511,0.0026563962,0.009834623,-0.015628334,-0.00022061283,0.01332355,0.020295367,0.018675989,-0.02608396,-0.035580788,-0.009469428,0.015662879,0.017833859,-0.0058231833,0.0031296685,0.013759258,0.0081838425,0.019474111,-0.012216328,0.013302136,-0.0047007725,0.0012277453,-0.0037374594,0.0038634455,0.0046109264,-0.0022935094,-0.0014313911,-0.009239083,0.0035676314,-0.0037126932,0.02532214,-0.011237444,-0.008504185,0.0022374284,-0.022082364,0.02876268,0.008408269,0.001842106
Ddit4l,0.00082878204,-0.0016169493,0.0009792334,0.0018073643,-0.00022323022,-4.6265714e-06,-3.7233127e-05,0.0011122593,-0.0025852313,-0.0011543876,-0.0016768916,0.0010555494,0.0020225847,0.0039656814,0.0007287568,0.0019190583,0.00093920744,0.0030710814,-0.0063152965,0.00054720405,-0.0038240617,-0.0019306637,0.00021315395,0.0020260164,-0.0008114071,-0.003026557,0.004580996,0.0015190243,-0.004390049,-0.00015497136,0.0011434588,0.0012057738,-0.0026918084,-0.0007241784,-0.0020124542,-0.0018563035,-0.0023134842,0.0022472597,-0.0039855316,-0.0017516894,-0.00074918754,0.002598872,-0.0016663191,-0.003860487,-0.0010770075,0.00032583234,0.004761735,-0.0011541251,-0.0009904325,-0.00018729863
Defb1,0.0021292858,-0.005288195,-0.008767529,0.0007991474,-0.0044930843,-0.0044148318,0.009474202,0.0024438526,-0.0017515777,0.009580679,-0.00056913774,-0.0024355934,-0.0012918352,0.0040555545,-0.0054609575,0.0037262603,-0.0125247715,-0.0059649423,0.0036104703,-0.010596327,-0.0030472255,0.00087842124,0.002863908,0.0026587504,-0.0069049215,4.081764e-05,0.022489125,0.0049209176,-0.013773038,0.005071553,0.0036918307,0.010932107,0.0025468373,0.011787691,-0.003345598,0.0071630273,0.0031707897,-0.0064128167,-0.005737648,-0.018457493,0.015192293,-0.015445666,0.019100184,0.00399521,0.0075422646,0.010843612,0.011951307,-0.011903758,0.0029192357,0.003182027
Deptor,-0.02746527,-0.15048167,0.020284327,0.0019353577,-0.10988444,0.0034827464,0.12315985,0.0025495084,0.11211776,0.09692633,-0.025758788,0.18828583,-0.15269847,0.014633114,-0.103432424,0.0022416261,-0.2055346,-0.09756375,0.19536285,0.19032481,0.24683385,0.08597261,-0.050292514,0.001918377,-0.24004288,0.07980933,0.16383831,0.07990743,0.115871236,0.024081085,0.06566391,0.1202236,-0.15765451,0.0658293,-0.08704128,0.12813798,0.03552135,-0.10039699,-0.117104724,0.11151752,0.041520454,0.07437531,0.28144336,0.011048295,-0.05617767,0.11608116,-0.08372998,-0.032138683,-0.026368238,-0.061320603
Fam69b,0.03962564,-0.10186615,0.1323294,-0.09759629,0.037571568,0.047905046,-0.025603298,-0.003813854,0.07812378,-0.01252361,0.16259693,-0.10631108,-0.12635125,-0.021602422,-0.11161501,0.07020931,0.119099036,-0.08827733,0.04324527,-0.20811632,-0.28709728,0.11995644,-0.12759283,-0.053189173,0.010972299,0.017662317,0.23257957,-0.0586895,0.2263373,-0.05417171,0.106748305,-0.015129785,0.12460591,0.06241363,0.20989627,-0.13741207,-0.029635493,0.087738656,0.10539317,-0.03502558,0.24823539,0.06095273,-0.017840158,0.049499825,0.16410898,-0.08349002,0.0014176071,0.036429673,-0.03534483,-0.181057
Dlk1,-0.0007700421,-0.001983179,-0.0030555006,-0.00069864764,0.0026615306,-0.0009832261,-0.0047465325,0.0005100818,-0.00483461,0.0015645877,-0.0004654761,-0.0029924696,0.0006316999,-0.005618974,-0.0009896276,0.0019655202,-0.0043010795,-0.003365507,0.00078281906,0.00029356795,0.0025977714,0.0027643533,-0.00069462066,0.0021062861,-0.0002239859,-0.00101549,-0.0038007062,0.005763236,0.00063682,-0.0029481617,-0.0015331826,0.0028177008,0.001075548,0.0006935835,-0.00061479065,0.00084762997,-0.00070907874,2.2655702e-05,-0.0024306835,-0.004300971,0.0032966132,-0.00095503265,-0.0016393858,0.0013493062,0.002961977,0.0068537714,0.0018138381,0.00065282173,0.0058298046,-0.0053133406
Dlx1,0.010904293,-0.0033848188,-0.008690988,0.0036928384,0.0091522895,-0.0066845897,-0.0058073555,0.011364396,-0.0038030865,0.0034273646,0.005781431,0.0012054249,0.0018284249,-0.0017366692,0.0147219505,-0.00047618162,0.0014560618,-0.006462936,0.004489521,-0.006609106,0.0094067,0.009027816,-0.010796907,0.0034148355,0.003599769,0.004259056,0.012691005,-0.0022005318,0.0038904161,0.008107913,0.0014668549,0.0022883234,-0.010997422,0.012074441,0.005779401,-0.0016481914,-0.0045356946,0.00986925,-0.006973782,0.014087196,0.008612309,-0.01884388,-0.0088775195,-0.0029176902,0.002639335,0.010631168,-0.0041540624,0.0004356578,0.00903985,-0.000942599
Dlx6os1,0.02353739,-0.014797358,0.024438202,-0.002011061,-0.0063230405,-0.006200803,-0.01390175,0.009593827,0.00056400115,0.0003013096,0.012067772,0.022682954,0.015337975,-0.016631762,0.01575507,-0.013171532,-0.011188673,0.019007528,-0.008114289,-0.0072965715,0.0023070392,-0.030124197,0.013152481,0.0057035573,0.0077853277,0.0283252,0.044893254,0.0007823764,0.021063643,0.0040428364,0.0053393715,-0.029418446,0.0016286256,-0.020638082,0.025563475,-0.0053657684,-0.013039049,0.019985683,0.0051571485,0.0007922044,-0.021798285,0.007492778,0.023917194,0.037344933,-0.010510284,0.044749,0.007938895,-0.0008881651,-0.03556931,0.03956853
Dmkn,0.004338894,-0.01746311,-0.017891629,0.0059895953,0.00071360724,0.0020164754,0.019279193,-0.0004665335,-0.0043597096,0.011964844,0.0011991129,-0.011667981,-0.0076168063,0.018092513,5.5734923e-05,-0.017654803,0.0017792548,-0.008467005,0.015546067,0.016197206,0.012725508,-0.027612127,0.023077197,0.013692581,0.010986349,-0.0032635718,0.011998307,-0.014560014,-0.018703893,0.01722567,0.0144861145,-0.0004301266,-0.025261248,0.032033376,-0.005320894,0.009430309,0.042046428,-0.042674325,0.0234082,-0.0026382043,0.007319624,0.0016243297,-0.021710193,-0.0047464464,0.032977615,0.0176738,-0.030767396,-0.0019524563,0.04789576,0.013819217
Dtl,0.03997075,-0.010206773,-0.0080625415,-0.004282609,0.018922105,-0.0084308935,0.005036324,-0.01074741,-0.030963346,0.016294735,0.019179722,-0.013993485,0.009004385,-0.016251864,0.03613822,0.02487782,-0.008357199,0.03663037,0.02884593,0.020695396,-0.02277037,-0.02525159,-0.032168396,0.011208189,-0.0635174,-0.03706461,-0.020990701,-0.028557574,-0.00026227697,0.0073125176,0.023527639,0.01271712,0.0098137995,-0.019455329,-0.009898602,0.037944965,-0.02403491,-0.0415222,-0.007777121,0.02241892,0.014656451,-0.028165575,-0.009160168,-0.0009784247,-0.023298949,-0.03663589,-0.024109894,-0.015363617,0.017121091,-0.02356425
Ebf1,0.0055107935,-0.0073681907,0.001100806,0.00977013,0.007648264,0.017663715,0.00020294354,0.0015165303,0.0074559185,-0.0027176994,-0.005143707,-0.0017872303,-0.009306906,-0.010085562,-0.0012223421,-0.0057493756,0.013785695,0.0013531958,0.008140509,0.015365937,-0.0042729224,-0.0008360937,-0.0024552813,-0.003913425,-0.013208395,-0.008132351,-0.0003082691,0.0018360389,0.016453484,-0.001661919,-0.0013497546,0.006677483,-0.0074340524,-0.0026980962,-0.012004734,0.009703398,-0.012497743,-0.0028696852,-0.0082877,0.006949481,0.0044435686,-0.0055401977,0.014311811,0.0012151753,0.00043237954,0.0012793494,0.002957237,-0.0056854226,0.009370601,0.014338432
Ebf2,0.0005735914,-3.2863085e-05,0.0013074339,-0.0010664077,0.00061337557,0.0027238824,-0.00078709226,-0.00093868206,0.003820828,0.0054328213,-0.0012144959,-0.00537704,0.0035843758,0.00011236024,0.0045465766,0.0010178625,-0.00042804642,-0.0012255629,0.0011237318,0.008358383,0.0015732016,0.0013615566,-0.0015308284,0.0009845087,0.00084062724,0.0015661722,0.0023355864,0.004308643,-0.0013013863,-0.00066327053,-0.0014293421,-0.0042259363,-0.0023391806,0.0033059064,-0.0024357548,-0.0016530924,0.00025063893,-0.0040212637,-0.0050600856,0.0011675571,-0.006801464,0.0038220042,-0.006886009,-0.0055138697,-0.0046240496,0.0035757117,-0.0012161506,-0.00093475834,-0.0033741323,-0.003941743
Ecel1,0.005519741,-0.02123893,0.019837214,-0.008100863,0.005728759,0.01841113,-0.0034946469,-0.0069324216,0.017012713,-0.0022428327,-0.008780988,0.01016061,-0.0014168957,-0.022163644,0.0022335772,0.014067865,0.013869786,-0.0011140645,-0.008813694,0.013821254,-0.026326127,0.02267994,-0.013616079,0.021157112,0.002787601,-0.030141374,-0.008316295,0.009854316,-0.0075242314,-0.01312132,0.0049501434,0.013747989,0.015918031,0.016510839,-0.035070673,0.0074159764,0.02873645,-0.0077139777,-0.0056655933,0.0023210007,0.0023352345,-0.017144395,0.006865939,0.006758736,0.0110032,0.0066415197,-0.0077053905,-0.008915352,0.0029710773,0.01167283
Egfr,0.0064538186,-0.0019477498,0.0023915824,0.00071127084,0.011309918,-0.00039262132,-0.0015690478,-0.0017554794,0.002247716,-0.004298386,-0.003102349,-0.008396259,0.0014807878,-0.0011190933,-0.0035692586,-0.004862589,-0.009015804,-0.013596879,-0.009501245,-0.0009386053,-0.005626346,0.01091849,0.003957336,-0.01369769,-0.0016051523,-0.005016444,0.009304523,0.0061668186,0.0105113145,0.006143429,0.025297716,-0.008782559,-0.006353335,0.0017465355,0.004506169,-0.0027839148,0.01059981,6.116927e-05,-0.0065316046,-0.008215871,0.008510012,0.0039144866,-0.0016560608,0.0012204472,-0.0025920612,-0.008591136,-0.0060121063,0.013894783,0.00021488802,-0.0011050021
Egln3,-0.0007983725,-0.011420843,0.0063447347,0.019070417,0.0034460865,-0.0035371135,-0.008069047,0.004079638,0.0016216384,0.0012779558,0.013694863,0.0064747133,0.008521707,0.008854308,0.022870848,-0.0059898077,0.0040134126,-0.00089371117,-0.013061808,0.0074938806,0.013858852,0.001851968,0.027182871,-0.00023046887,0.013755413,-0.0015426523,0.0018861823,0.0034268247,0.004390774,0.01286509,-0.007779239,0.01149504,0.0007463766,-0.0016521775,0.00030587462,-0.0007960554,-0.00833595,0.0012133662,0.015629526,-0.007418259,0.0042226696,0.0031550396,-0.0050344765,0.017666623,0.0030175091,-0.028857965,-0.02018249,0.0128268115,0.02058246,-0.015005158
Egr2,0.0010191345,-0.0022858405,0.003839273,-0.0027733194,0.0065059494,0.0017690778,0.0077838837,0.005625962,0.012153546,-0.0068559097,0.009286553,-0.0037384068,0.010476626,-0.0002840134,0.011899841,-0.003878116,-0.0027145408,-0.003023539,-0.0012998807,0.016326046,0.008277413,0.0030748162,0.014349327,0.006198229,-0.012795199,0.008853978,0.0013768881,-0.015573518,-0.009671685,0.007885051,-0.009278916,-0.0033363632,0.011369807,-0.009030025,-0.011953558,0.0052427687,-0.0017355736,-0.012855316,-0.0006570003,-0.00070313923,-0.021448808,-0.0069158096,0.0019000438,-0.005707137,0.0058200825,0.021683116,9.128568e-05,0.0031758454,0.006910415,-0.0010332842
Endou,0.012009859,-0.0071241986,-0.0052018496,-0.005651034,-0.0034550764,-0.01379559,0.010393538,-0.0075226724,-0.004321997,0.0021742634,0.0018283423,-0.012502104,0.005294273,-0.00069286267,-0.008543109,-0.025725514,-0.0024800631,-0.010155824,-0.02568316,0.010987858,-0.006338595,0.0041403733,-0.0059674806,0.0025004484,0.011690469,-0.011330749,-0.011367786,-0.008100904,0.0013414827,0.010495227,0.014711281,0.028978119,0.019544117,-0.0032016763,0.009316571,0.0012471806,0.028748292,0.0109722,0.012908464,0.0002182537,0.012702342,-0.021762177,0.0014108075,0.0025540134,-0.0023255143,0.018078767,-0.014557319,-0.0028943554,0.003668148,0.0007183291
