neurotransmitter,class,subclass,supertype,cluster,neurotransmitter_color,class_color,subclass_color,supertype_color,cluster_color,num_cells_in_cluster
GABA,12 HY GABA,102 DMH-LHA Gsx1 Gaba,0471 DMH-LHA Gsx1 Gaba_2,1805 DMH-LHA Gsx1 Gaba_2,#FF3358,#FF6600,#992A00,#0F662C,#1FCCA3,3
GABA,12 HY GABA,102 DMH-LHA Gsx1 Gaba,0471 DMH-LHA Gsx1 Gaba_2,1807 DMH-LHA Gsx1 Gaba_2,#FF3358,#FF6600,#992A00,#0F662C,#0F663B,3
GABA,12 HY GABA,102 DMH-LHA Gsx1 Gaba,0471 DMH-LHA Gsx1 Gaba_2,1808 DMH-LHA Gsx1 Gaba_2,#FF3358,#FF6600,#992A00,#0F662C,#D5FF73,4
GABA,12 HY GABA,102 DMH-LHA Gsx1 Gaba,0471 DMH-LHA Gsx1 Gaba_2,1809 DMH-LHA Gsx1 Gaba_2,#FF3358,#FF6600,#992A00,#0F662C,#5D1FCC,2
Chol,12 HY GABA,102 DMH-LHA Gsx1 Gaba,0472 DMH-LHA Gsx1 Gaba_3,1810 DMH-LHA Gsx1 Gaba_3,#73E785,#FF6600,#992A00,#483D66,#990082,1
GABA,12 HY GABA,102 DMH-LHA Gsx1 Gaba,0473 DMH-LHA Gsx1 Gaba_4,1813 DMH-LHA Gsx1 Gaba_4,#FF3358,#FF6600,#992A00,#466600,#54CC3D,3
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0474 PVHd-DMH Lhx6 Gaba_1,1814 PVHd-DMH Lhx6 Gaba_1,#FF3358,#FF6600,#73F8FF,#73E7FF,#FF6300,7
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0474 PVHd-DMH Lhx6 Gaba_1,1816 PVHd-DMH Lhx6 Gaba_1,#FF3358,#FF6600,#73F8FF,#73E7FF,#65992E,7
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0474 PVHd-DMH Lhx6 Gaba_1,1818 PVHd-DMH Lhx6 Gaba_1,#FF3358,#FF6600,#73F8FF,#73E7FF,#3DCC67,13
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0474 PVHd-DMH Lhx6 Gaba_1,1820 PVHd-DMH Lhx6 Gaba_1,#FF3358,#FF6600,#73F8FF,#73E7FF,#FF26AA,26
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0475 PVHd-DMH Lhx6 Gaba_2,1822 PVHd-DMH Lhx6 Gaba_2,#FF3358,#FF6600,#73F8FF,#859945,#1FCC9F,1
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0475 PVHd-DMH Lhx6 Gaba_2,1824 PVHd-DMH Lhx6 Gaba_2,#FF3358,#FF6600,#73F8FF,#859945,#3C660F,1
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0475 PVHd-DMH Lhx6 Gaba_2,1828 PVHd-DMH Lhx6 Gaba_2,#FF3358,#FF6600,#73F8FF,#859945,#CC7A98,3
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0475 PVHd-DMH Lhx6 Gaba_2,1829 PVHd-DMH Lhx6 Gaba_2,#FF3358,#FF6600,#73F8FF,#859945,#0F5C66,18
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0476 PVHd-DMH Lhx6 Gaba_3,1830 PVHd-DMH Lhx6 Gaba_3,#FF3358,#FF6600,#73F8FF,#FF5A00,#006A99,35
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0476 PVHd-DMH Lhx6 Gaba_3,1831 PVHd-DMH Lhx6 Gaba_3,#FF3358,#FF6600,#73F8FF,#FF5A00,#5C6ACC,30
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0476 PVHd-DMH Lhx6 Gaba_3,1832 PVHd-DMH Lhx6 Gaba_3,#FF3358,#FF6600,#73F8FF,#FF5A00,#26FF95,20
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0476 PVHd-DMH Lhx6 Gaba_3,1833 PVHd-DMH Lhx6 Gaba_3,#FF3358,#FF6600,#73F8FF,#FF5A00,#2F2E99,22
GABA,12 HY GABA,103 PVHd-DMH Lhx6 Gaba,0477 PVHd-DMH Lhx6 Gaba_4,1834 PVHd-DMH Lhx6 Gaba_4,#FF3358,#FF6600,#73F8FF,#5726FF,#FF99D3,1
GABA,12 HY GABA,104 TU-ARH Otp Six6 Gaba,0478 TU-ARH Otp Six6 Gaba_1,1841 TU-ARH Otp Six6 Gaba_1,#FF3358,#FF6600,#2E0F66,#7B9945,#99F9FF,1
GABA,12 HY GABA,104 TU-ARH Otp Six6 Gaba,0479 TU-ARH Otp Six6 Gaba_2,1848 TU-ARH Otp Six6 Gaba_2,#FF3358,#FF6600,#2E0F66,#CC2100,#9C99FF,1
GABA,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,0482 PVpo-VMPO-MPN Hmx2 Gaba_1,1882 PVpo-VMPO-MPN Hmx2 Gaba_1,#FF3358,#FF6600,#3D4566,#DB4DFF,#00A9FF,1
GABA,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,0483 PVpo-VMPO-MPN Hmx2 Gaba_2,1893 PVpo-VMPO-MPN Hmx2 Gaba_2,#FF3358,#FF6600,#3D4566,#3DCCA6,#009971,3
GABA,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,0483 PVpo-VMPO-MPN Hmx2 Gaba_2,1903 PVpo-VMPO-MPN Hmx2 Gaba_2,#FF3358,#FF6600,#3D4566,#3DCCA6,#C54DFF,4
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0487 DMH Hmx2 Gaba_1,1922 DMH Hmx2 Gaba_1,#FF3358,#FF6600,#FFB473,#2E8F99,#6D1FCC,1
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0487 DMH Hmx2 Gaba_1,1924 DMH Hmx2 Gaba_1,#FF3358,#FF6600,#FFB473,#2E8F99,#99004E,1
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0488 DMH Hmx2 Gaba_2,1929 DMH Hmx2 Gaba_2,#FF3358,#FF6600,#FFB473,#994550,#76995C,2
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0488 DMH Hmx2 Gaba_2,1930 DMH Hmx2 Gaba_2,#FF3358,#FF6600,#FFB473,#994550,#E426FF,3
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0491 DMH Hmx2 Gaba_5,1952 DMH Hmx2 Gaba_5,#FF3358,#FF6600,#FFB473,#4DFFF2,#70CC00,7
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0491 DMH Hmx2 Gaba_5,1953 DMH Hmx2 Gaba_5,#FF3358,#FF6600,#FFB473,#4DFFF2,#7ABDCC,8
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0491 DMH Hmx2 Gaba_5,1956 DMH Hmx2 Gaba_5,#FF3358,#FF6600,#FFB473,#4DFFF2,#9C00CC,3
GABA,12 HY GABA,107 DMH Hmx2 Gaba,0491 DMH Hmx2 Gaba_5,1957 DMH Hmx2 Gaba_5,#FF3358,#FF6600,#FFB473,#4DFFF2,#26B0FF,1
GABA,12 HY GABA,108 ARH-PVp Tbx3 Gaba,0493 ARH-PVp Tbx3 Gaba_1,1961 ARH-PVp Tbx3 Gaba_1,#FF3358,#FF6600,#CC3D76,#FFA499,#A67ACC,1
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0496 LGv-ZI Otx2 Gaba_1,1972 LGv-ZI Otx2 Gaba_1,#FF3358,#FF6600,#664DFF,#AF7ACC,#995A17,8
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0496 LGv-ZI Otx2 Gaba_1,1973 LGv-ZI Otx2 Gaba_1,#FF3358,#FF6600,#664DFF,#AF7ACC,#CC99FF,11
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0496 LGv-ZI Otx2 Gaba_1,1974 LGv-ZI Otx2 Gaba_1,#FF3358,#FF6600,#664DFF,#AF7ACC,#CC973D,21
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0496 LGv-ZI Otx2 Gaba_1,1975 LGv-ZI Otx2 Gaba_1,#FF3358,#FF6600,#664DFF,#AF7ACC,#FFD326,6
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0496 LGv-ZI Otx2 Gaba_1,1976 LGv-ZI Otx2 Gaba_1,#FF3358,#FF6600,#664DFF,#AF7ACC,#3D0066,7
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0497 LGv-ZI Otx2 Gaba_2,1977 LGv-ZI Otx2 Gaba_2,#FF3358,#FF6600,#664DFF,#66453D,#665E1F,9
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0497 LGv-ZI Otx2 Gaba_2,1978 LGv-ZI Otx2 Gaba_2,#FF3358,#FF6600,#664DFF,#66453D,#3DCC9B,452
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0498 LGv-ZI Otx2 Gaba_3,1979 LGv-ZI Otx2 Gaba_3,#FF3358,#FF6600,#664DFF,#997F45,#4326FF,24
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0499 LGv-ZI Otx2 Gaba_4,1980 LGv-ZI Otx2 Gaba_4,#FF3358,#FF6600,#664DFF,#5C9199,#994554,36
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0499 LGv-ZI Otx2 Gaba_4,1981 LGv-ZI Otx2 Gaba_4,#FF3358,#FF6600,#664DFF,#5C9199,#73FFD8,13
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0499 LGv-ZI Otx2 Gaba_4,1982 LGv-ZI Otx2 Gaba_4,#FF3358,#FF6600,#664DFF,#5C9199,#7B1799,13
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0499 LGv-ZI Otx2 Gaba_4,1983 LGv-ZI Otx2 Gaba_4,#FF3358,#FF6600,#664DFF,#5C9199,#99003A,13
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0500 LGv-ZI Otx2 Gaba_5,1984 LGv-ZI Otx2 Gaba_5,#FF3358,#FF6600,#664DFF,#5C6299,#99007E,167
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0500 LGv-ZI Otx2 Gaba_5,1985 LGv-ZI Otx2 Gaba_5,#FF3358,#FF6600,#664DFF,#5C6299,#5CCCA8,12
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0500 LGv-ZI Otx2 Gaba_5,1986 LGv-ZI Otx2 Gaba_5,#FF3358,#FF6600,#664DFF,#5C6299,#4DADFF,307
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0500 LGv-ZI Otx2 Gaba_5,1987 LGv-ZI Otx2 Gaba_5,#FF3358,#FF6600,#664DFF,#5C6299,#FF8B4D,17
GABA,12 HY GABA,109 LGv-ZI Otx2 Gaba,0500 LGv-ZI Otx2 Gaba_5,1988 LGv-ZI Otx2 Gaba_5,#FF3358,#FF6600,#664DFF,#5C6299,#0F665E,26
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0632 MH Tac2 Glut_1,2578 MH Tac2 Glut_1,#73E785,#FAA307,#3D8ACC,#701FCC,#5C6799,237
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0632 MH Tac2 Glut_1,2579 MH Tac2 Glut_1,#73E785,#FAA307,#3D8ACC,#701FCC,#42663D,468
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0632 MH Tac2 Glut_1,2580 MH Tac2 Glut_1,#73E785,#FAA307,#3D8ACC,#701FCC,#66210F,481
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0632 MH Tac2 Glut_1,2581 MH Tac2 Glut_1,#73E785,#FAA307,#3D8ACC,#701FCC,#4DFF64,188
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0633 MH Tac2 Glut_2,2582 MH Tac2 Glut_2,#2B93DF,#FAA307,#3D8ACC,#661F30,#00FF2A,218
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0633 MH Tac2 Glut_2,2583 MH Tac2 Glut_2,#2B93DF,#FAA307,#3D8ACC,#661F30,#0F2D66,117
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0633 MH Tac2 Glut_2,2584 MH Tac2 Glut_2,#2B93DF,#FAA307,#3D8ACC,#661F30,#629945,119
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0633 MH Tac2 Glut_2,2585 MH Tac2 Glut_2,#2B93DF,#FAA307,#3D8ACC,#661F30,#2E8899,357
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0633 MH Tac2 Glut_2,2586 MH Tac2 Glut_2,#2B93DF,#FAA307,#3D8ACC,#661F30,#2E3D66,760
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0634 MH Tac2 Glut_3,2587 MH Tac2 Glut_3,#73E785,#FAA307,#3D8ACC,#1700FF,#CC1F97,164
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0634 MH Tac2 Glut_3,2588 MH Tac2 Glut_3,#73E785,#FAA307,#3D8ACC,#1700FF,#406600,124
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0634 MH Tac2 Glut_3,2589 MH Tac2 Glut_3,#73E785,#FAA307,#3D8ACC,#1700FF,#3D5C66,334
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0634 MH Tac2 Glut_3,2590 MH Tac2 Glut_3,#2B93DF,#FAA307,#3D8ACC,#1700FF,#00990D,186
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0634 MH Tac2 Glut_3,2591 MH Tac2 Glut_3,#2B93DF,#FAA307,#3D8ACC,#1700FF,#992E8A,168
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0634 MH Tac2 Glut_3,2592 MH Tac2 Glut_3,#2B93DF,#FAA307,#3D8ACC,#1700FF,#979945,72
Chol,17 MH-LH Glut,145 MH Tac2 Glut,0634 MH Tac2 Glut_3,2593 MH Tac2 Glut_3,#73E785,#FAA307,#3D8ACC,#1700FF,#FFF073,129
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0635 MH Tac2 Glut_4,2594 MH Tac2 Glut_4,#2B93DF,#FAA307,#3D8ACC,#C8FF99,#1FCC2A,11
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0635 MH Tac2 Glut_4,2595 MH Tac2 Glut_4,#2B93DF,#FAA307,#3D8ACC,#C8FF99,#660F18,42
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0636 MH Tac2 Glut_5,2596 MH Tac2 Glut_5,#2B93DF,#FAA307,#3D8ACC,#FF0096,#E926FF,94
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0636 MH Tac2 Glut_5,2597 MH Tac2 Glut_5,#2B93DF,#FAA307,#3D8ACC,#FF0096,#6A1799,101
Glut,17 MH-LH Glut,145 MH Tac2 Glut,0636 MH Tac2 Glut_5,2598 MH Tac2 Glut_5,#2B93DF,#FAA307,#3D8ACC,#FF0096,#C0CC5C,83
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0637 LH Pou4f1 Sox1 Glut_1,2599 LH Pou4f1 Sox1 Glut_1,#2B93DF,#FAA307,#CC7A9D,#CC7AA1,#9700CC,140
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0637 LH Pou4f1 Sox1 Glut_1,2600 LH Pou4f1 Sox1 Glut_1,#2B93DF,#FAA307,#CC7A9D,#CC7AA1,#1F5B66,47
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0638 LH Pou4f1 Sox1 Glut_2,2601 LH Pou4f1 Sox1 Glut_2,#2B93DF,#FAA307,#CC7A9D,#5C9980,#42662E,93
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0638 LH Pou4f1 Sox1 Glut_2,2602 LH Pou4f1 Sox1 Glut_2,#2B93DF,#FAA307,#CC7A9D,#5C9980,#E4FF73,30
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0638 LH Pou4f1 Sox1 Glut_2,2603 LH Pou4f1 Sox1 Glut_2,#2B93DF,#FAA307,#CC7A9D,#5C9980,#2E6799,24
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0638 LH Pou4f1 Sox1 Glut_2,2604 LH Pou4f1 Sox1 Glut_2,#2B93DF,#FAA307,#CC7A9D,#5C9980,#B2FF73,47
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0638 LH Pou4f1 Sox1 Glut_2,2605 LH Pou4f1 Sox1 Glut_2,#2B93DF,#FAA307,#CC7A9D,#5C9980,#99F4FF,40
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0639 LH Pou4f1 Sox1 Glut_3,2606 LH Pou4f1 Sox1 Glut_3,#2B93DF,#FAA307,#CC7A9D,#003E99,#CCBC5C,54
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0639 LH Pou4f1 Sox1 Glut_3,2607 LH Pou4f1 Sox1 Glut_3,#2B93DF,#FAA307,#CC7A9D,#003E99,#A2FF73,27
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0639 LH Pou4f1 Sox1 Glut_3,2608 LH Pou4f1 Sox1 Glut_3,#2B93DF,#FAA307,#CC7A9D,#003E99,#2E664C,246
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0640 LH Pou4f1 Sox1 Glut_4,2609 LH Pou4f1 Sox1 Glut_4,#2B93DF,#FAA307,#CC7A9D,#007099,#FF99D8,82
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0640 LH Pou4f1 Sox1 Glut_4,2610 LH Pou4f1 Sox1 Glut_4,#2B93DF,#FAA307,#CC7A9D,#007099,#5CCCA3,28
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0640 LH Pou4f1 Sox1 Glut_4,2611 LH Pou4f1 Sox1 Glut_4,#2B93DF,#FAA307,#CC7A9D,#007099,#1C660F,20
Glut,17 MH-LH Glut,146 LH Pou4f1 Sox1 Glut,0640 LH Pou4f1 Sox1 Glut_4,2612 LH Pou4f1 Sox1 Glut_4,#2B93DF,#FAA307,#CC7A9D,#007099,#3200CC,94
Glut,18 TH Glut,147 AD Serpinb7 Glut,0641 AD Serpinb7 Glut_1,2613 AD Serpinb7 Glut_1,#2B93DF,#0D47A1,#FF7383,#3D4066,#CC6D3D,369
Glut,18 TH Glut,147 AD Serpinb7 Glut,0641 AD Serpinb7 Glut_1,2614 AD Serpinb7 Glut_1,#2B93DF,#0D47A1,#FF7383,#3D4066,#993117,677
Glut,18 TH Glut,148 AV Col27a1 Glut,0642 AV Col27a1 Glut_1,2615 AV Col27a1 Glut_1,#2B93DF,#0D47A1,#16f2f2,#990C00,#662200,819
Glut,18 TH Glut,148 AV Col27a1 Glut,0642 AV Col27a1 Glut_1,2616 AV Col27a1 Glut_1,#2B93DF,#0D47A1,#16f2f2,#990C00,#2E4366,866
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0643 PVT-PT Ntrk1 Glut_1,2617 PVT-PT Ntrk1 Glut_1,#2B93DF,#0D47A1,#5C8599,#FF26B9,#0F6666,53
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0643 PVT-PT Ntrk1 Glut_1,2618 PVT-PT Ntrk1 Glut_1,#2B93DF,#0D47A1,#5C8599,#FF26B9,#459799,39
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0643 PVT-PT Ntrk1 Glut_1,2619 PVT-PT Ntrk1 Glut_1,#2B93DF,#0D47A1,#5C8599,#FF26B9,#661F5F,142
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0644 PVT-PT Ntrk1 Glut_2,2620 PVT-PT Ntrk1 Glut_2,#2B93DF,#0D47A1,#5C8599,#FFEB73,#CCC47A,109
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0644 PVT-PT Ntrk1 Glut_2,2621 PVT-PT Ntrk1 Glut_2,#2B93DF,#0D47A1,#5C8599,#FFEB73,#3D86CC,808
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0644 PVT-PT Ntrk1 Glut_2,2622 PVT-PT Ntrk1 Glut_2,#2B93DF,#0D47A1,#5C8599,#FFEB73,#9DFF26,144
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0644 PVT-PT Ntrk1 Glut_2,2623 PVT-PT Ntrk1 Glut_2,#2B93DF,#0D47A1,#5C8599,#FFEB73,#97995C,155
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0645 PVT-PT Ntrk1 Glut_3,2624 PVT-PT Ntrk1 Glut_3,#2B93DF,#0D47A1,#5C8599,#1F8CCC,#F6FF4D,522
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0645 PVT-PT Ntrk1 Glut_3,2625 PVT-PT Ntrk1 Glut_3,#2B93DF,#0D47A1,#5C8599,#1F8CCC,#459979,303
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0645 PVT-PT Ntrk1 Glut_3,2626 PVT-PT Ntrk1 Glut_3,#2B93DF,#0D47A1,#5C8599,#1F8CCC,#26FF42,292
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0646 PVT-PT Ntrk1 Glut_4,2627 PVT-PT Ntrk1 Glut_4,#2B93DF,#0D47A1,#5C8599,#FFBA4D,#26ABFF,113
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0646 PVT-PT Ntrk1 Glut_4,2628 PVT-PT Ntrk1 Glut_4,#2B93DF,#0D47A1,#5C8599,#FFBA4D,#7AA9CC,139
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0646 PVT-PT Ntrk1 Glut_4,2629 PVT-PT Ntrk1 Glut_4,#2B93DF,#0D47A1,#5C8599,#FFBA4D,#63660F,401
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0647 PVT-PT Ntrk1 Glut_5,2630 PVT-PT Ntrk1 Glut_5,#2B93DF,#0D47A1,#5C8599,#5C9900,#2E6653,166
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0647 PVT-PT Ntrk1 Glut_5,2631 PVT-PT Ntrk1 Glut_5,#2B93DF,#0D47A1,#5C8599,#5C9900,#2E9936,355
Glut,18 TH Glut,149 PVT-PT Ntrk1 Glut,0648 PVT-PT Ntrk1 Glut_6,2632 PVT-PT Ntrk1 Glut_6,#2B93DF,#0D47A1,#5C8599,#995A45,#0041CC,297
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,2633 CM-IAD-CL-PCN Sema5b Glut_1,#2B93DF,#0D47A1,#076600,#FF99C1,#C53DCC,283
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,2634 CM-IAD-CL-PCN Sema5b Glut_1,#2B93DF,#0D47A1,#076600,#FF99C1,#FF2661,170
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,2635 CM-IAD-CL-PCN Sema5b Glut_1,#2B93DF,#0D47A1,#076600,#FF99C1,#925CCC,606
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0649 CM-IAD-CL-PCN Sema5b Glut_1,2636 CM-IAD-CL-PCN Sema5b Glut_1,#2B93DF,#0D47A1,#076600,#FF99C1,#CC0037,268
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0650 CM-IAD-CL-PCN Sema5b Glut_2,2637 CM-IAD-CL-PCN Sema5b Glut_2,#2B93DF,#0D47A1,#076600,#2E663D,#CC7D7A,162
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0650 CM-IAD-CL-PCN Sema5b Glut_2,2638 CM-IAD-CL-PCN Sema5b Glut_2,#2B93DF,#0D47A1,#076600,#2E663D,#909945,418
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0650 CM-IAD-CL-PCN Sema5b Glut_2,2639 CM-IAD-CL-PCN Sema5b Glut_2,#2B93DF,#0D47A1,#076600,#2E663D,#5CCCBA,181
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0651 CM-IAD-CL-PCN Sema5b Glut_3,2640 CM-IAD-CL-PCN Sema5b Glut_3,#2B93DF,#0D47A1,#076600,#7ACCB1,#006623,219
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0651 CM-IAD-CL-PCN Sema5b Glut_3,2641 CM-IAD-CL-PCN Sema5b Glut_3,#2B93DF,#0D47A1,#076600,#7ACCB1,#997ACC,70
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0651 CM-IAD-CL-PCN Sema5b Glut_3,2642 CM-IAD-CL-PCN Sema5b Glut_3,#2B93DF,#0D47A1,#076600,#7ACCB1,#96FF4D,130
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0652 CM-IAD-CL-PCN Sema5b Glut_4,2643 CM-IAD-CL-PCN Sema5b Glut_4,#2B93DF,#0D47A1,#076600,#CC7D7A,#660F25,367
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0652 CM-IAD-CL-PCN Sema5b Glut_4,2644 CM-IAD-CL-PCN Sema5b Glut_4,#2B93DF,#0D47A1,#076600,#CC7D7A,#7ACC7D,296
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0652 CM-IAD-CL-PCN Sema5b Glut_4,2645 CM-IAD-CL-PCN Sema5b Glut_4,#2B93DF,#0D47A1,#076600,#CC7D7A,#66540F,195
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0653 CM-IAD-CL-PCN Sema5b Glut_5,2646 CM-IAD-CL-PCN Sema5b Glut_5,#2B93DF,#0D47A1,#076600,#CC0A00,#3D5466,110
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0653 CM-IAD-CL-PCN Sema5b Glut_5,2647 CM-IAD-CL-PCN Sema5b Glut_5,#2B93DF,#0D47A1,#076600,#CC0A00,#661F30,13
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0654 TH Prkcd Grin2c Glut_1,2648 TH Prkcd Grin2c Glut_1,#2B93DF,#0D47A1,#68e497,#00CC33,#1A0066,11055
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0654 TH Prkcd Grin2c Glut_1,2649 TH Prkcd Grin2c Glut_1,#2B93DF,#0D47A1,#68e497,#00CC33,#B31FCC,6225
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0655 TH Prkcd Grin2c Glut_2,2650 TH Prkcd Grin2c Glut_2,#2B93DF,#0D47A1,#68e497,#0F6652,#FFB599,1764
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0656 TH Prkcd Grin2c Glut_3,2651 TH Prkcd Grin2c Glut_3,#2B93DF,#0D47A1,#68e497,#A67ACC,#2E6366,692
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0656 TH Prkcd Grin2c Glut_3,2652 TH Prkcd Grin2c Glut_3,#2B93DF,#0D47A1,#68e497,#A67ACC,#7ACCB1,265
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0657 TH Prkcd Grin2c Glut_4,2653 TH Prkcd Grin2c Glut_4,#2B93DF,#0D47A1,#68e497,#CC7ABC,#FFAB99,110
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0657 TH Prkcd Grin2c Glut_4,2654 TH Prkcd Grin2c Glut_4,#2B93DF,#0D47A1,#68e497,#CC7ABC,#6DCC5C,295
